# Manual word translations:

estaba	war
deformes	deformiert
latieron	sie schlugen
latieron	sie schlagen
latieron	schlagen
desvanecido	fa
desvanecido	verschwunden
desvanecido	verschwindet
dependientes	abhängig von
dependientes	abhängig
dependientes	abhängig davon
encontraron	gefunden
encontraron	sie haben gefunden
verlos	sehen sie sie
verlos	sie sehen
verlos	siehst du sie
verlos	sieh sie
tente	Zelt
tente	Prüfverfahren
tente	Prüfung
tente	Zelte
replica	antwort
replica	replika
replica	replik
replica	replikat
podencos	Pinien
podencos	Nadeln
podencos	Podencos
podencos	Kiefer
dices	du sagst:
dices	sie sagen:
dices	sagst du
dices	du sagst es
entiendes	du verstehst
entiendes	verstehst du
entiendes	verstehen sie
entiendes	sie verstehen
pillan	Pillen
pillan	Säule
cuestiones	probleme
cuestiones	fragen
cuestiones	themen
dejan	stopp
dejan	hör auf
dejan	halt
dejan	geh
llévense	geh weg
canso	canso
canso	yay
canso	y
canso	yam
antoja	jahr
antoja	sehnsucht
antoja	jahrgang
antoja	verlangen
nado	n
nado	nicht
nado	nieren
nado	schwimmen
escuchando	hör zu
escuchando	hören sie
escuchando	zuhören
silbo	pfeifen
silbo	sieb
silbo	sieben
silbo	pfeife
seó	Sesam
seó	Sesamen
seó	Seo
seó	Seó
sacre	Salbei
sacre	Heilige
sacre	Salpeter
sacre	Salbe
aguzaba	birken
aguzaba	birnen
aguzaba	birne
aguzaba	schale
cerdoso	salbe
cerdoso	ölsaaten
cerdoso	salben
cerdoso	soja
verte	bis dann
verte	wir sehen uns
verte	- bis dann
alborota	schläger
alborota	rhythmen
alborota	racks
afiles	hafer
afiles	propylate
afiles	afle
afiles	haselnüsse
prepara	vorbereitung
prepara	zubereitung
prepara	vorbereitungen
prepara	vorbereiten
pescando	fischerei
pescando	fischereipolitik
pescando	fischereiwesen
picaresca	picaresque
picaresca	picaresca
picaresca	picareca
exquisita	exquisite
exquisita	vorzüglich
exquisita	exquisit
soltóle	Lass ihn gehen
soltóle	Lass ihn los
soltóle	Sauerteig
soltóle	Lasst ihn gehen
nobles	adlige
nobles	adligen
nobles	edlen
nobles	nobles
vuelven	Komm zurück
sujetado	befestigt
sujetado	bestand
sujetado	betrieb
sujetado	betriebe
cuidadosa	vorsicht
cuidadosa	vorsichtig
pequeñuelo	klein
verlo	sehen sie ihn
verlo	siehst du
verlo	sehen sie es
desaliño	dissipation
desaliño	ableitung
desaliño	entsipung
marchitaba	Marchitaba
marchitaba	Märzitaba
marchitaba	März
preguntaba	ich habe gefragt
preguntaba	ich wollte fragen
rompiéndose	brechen
rompiéndose	bruch
rompiéndose	aufbrechen
remontóse	Remontose
remontóse	Remontase
remontóse	Remontome
remontóse	Remontom
buscara	suche
buscara	suche nach
buscara	suchen
produjo	hergestellt
produjo	produktion
produjo	hergestellte erzeugnisse
cogerá	es wird dauern
cogerá	er wird nehmen
cogerá	er nimmt
margot	Margot
embellecen	verschönerung
embellecen	verschönert
embellecen	verzierungen
embellecen	verziert
hueca	hohlprofil
hueca	hohl
hueca	hohlkehlen
hueca	hohlkammer
lucen	Lucen
lucen	Lucy
alegres	freuden
alegres	freude
alegres	jolly
alegres	glück
sueñan	sie träumen
arrulla	kohl
arrulla	rost
arrulla	pfeil
kepis	kepis
kepis	kopis
kepis	kopien
kepis	bepis
alienta	Förderungen
alienta	Ermutigung
alienta	Förderung
alienta	Ermutungen
piensa	denk nach
piensa	denken sie nach
piensa	denkt nach
piensa	denk mal
recrea	rebflächen
recrea	sonstige
recrea	reißverschlüsse
recrea	reduzieren
pesan	gewicht
pesan	gewogen
pesan	wiegt
pesan	pesan
disparan	feuer
disparan	feuerlöscher
producen	erzeugnisse
producen	hergestellt
producen	produktion
producen	erzeugnis
delira	delira
delira	desira
aflijo	shake
aflijo	afrijo
aflijo	shakes
corre	lauf
corre	lauft
inerme	inme
murmura	murmurura
murmura	murmura
murmura	murmeltiere
comenta	bemerkungen
comenta	kommentare
comenta	anmerkung
suspira	atme
suspira	seufzer
suspira	atmen
lánguida	langid
lánguida	langeid
lánguida	langidid
lánguida	languit
deshoja	unkraut
deshoja	blatt
deshoja	unfruchtbar
rindo	rendo
rindo	ron
rindo	rhindo
rindo	ronde
avasalla	avasalla
avasalla	awasalla
cuelga	warte
cuelga	warten sie
cuelga	wartet
cuelga	aufhängen
saltan	sie springen
sedosas	seide
sedosas	silber
sedosas	seidig
oprimiendo	unterdrücken
oprimiendo	unterdrückend
oprimiendo	unterdrückung
medita	medita
medita	meditieren
medita	melodie
medita	meditiert
juegan	spielen
juegan	spiel
juegan	spielt
nombres	namen
nombres	bezeichnung
nombres	name
nombres	bezeichnungen
busco	ich schaue
busco	ich suche nach
busco	ich sehe
busco	ich suche
pajarillo	vogel
pajarillo	vogelarten
pajarillo	vögel
dedica	Dedica
dedica	Dedika
dedica	Diedica
dedica	Sedica
camina	geh
camina	gehen sie
camina	wandern
camina	lauf
harán	sie werden
harán	wird
entona	ton
entona	tonnen
entona	zehn
entona	tone
niega	Norwegen
niega	Niega
niega	Verhandlungen
niega	Nie
tiende	Zelt
tiende	Geschäfte
tiende	Shops
canta	sing
canta	singen
rige	Richtig
rige	Recht
rige	Rechts
orbes	birnen
orbes	orbs
orbes	orben
orbes	kugeln
sigo	ich gehe weiter
sigo	ich bin dran
sigo	ich bin dabei
sigo	ich geh weiter
somos	Wir sind
somos	Das sind wir
diste	du
diste	ihr
marchita	nass
marchita	feucht
marchita	naß
marchita	nässe
torrentes	torrents
torrentes	torrenten
torrentes	revolver
torrentes	torrente
iluminando	beleuchtung
iluminando	erleuchten
iluminando	licht
apiñadas	kokosnüsse
apiñadas	beschichtungen
apiñadas	kokosnuss
apiñadas	gewickelt
flotando	schwimmend
flotando	schwimmen
flotando	flocken
deshace	und
deshace	undoing
cambia	Veränderung
cambia	Änderung
cambia	Veränderungen
cambia	Änderungen
susurran	whisper
susurran	flüster
susurran	sie flüstern
desatan	untie
desatan	unti
desatan	entladen
combates	kampf
combates	kampf gegen den krieg
combates	kampf gegen krieg
luchan	kämpfe
luchan	kampf
luchan	sie kämpfen
resisten	widerstand
resisten	widerstehen
valles	taler
valles	tals
valles	tale
valles	tal
derrítese	Zerstörung
derrítese	Zerstören
derrítese	Verschwinde
altivas	alt
altivas	blinken
altivas	blitz
cumbres	gipfel
cumbres	gipfeln
cumbres	gipfeltreffen
permanece	aufenthalte
permanece	aufenthalt
permanece	übernachtungen
permanece	bleiben
ríes	lachen
ríes	lach
ríes	lacht
süave	süave
süave	seufzer
recuerda	weißt du noch
recuerda	erinnerst du dich
recuerda	denk dran
recuerda	denken sie daran
refleja	reflektiert
refleja	spiegel
refleja	spiegelt
transparentes	transparent
transparentes	transparent und transparent
transparentes	transparent, transparent
figuran	erscheinen
figuran	abbildung
figuran	siehe
vïoleta	vïoleta
vïoleta	vinoleta
vïoleta	vïolta
radia	radien
radia	radieschen
radia	rada
radia	radiatoren
perdida	verloren
perdida	verlust
perdida	verloren gegangen
perdida	verloren gehen
volverán	Sie kommen wieder
volverán	Sie kommen zurück
llamarán	sie werden anrufen
llamarán	sie rufen an
llamarán	sie rufen
refrenaban	sie haben zurückgehalten
refrenaban	sie/sie haben zurückgehalten
refrenaban	sie hörten auf
refrenaban	sie/sie hörten auf
aprendieron	sie haben gelernt
aprendieron	sie haben es gelernt
aprendieron	sie lernten
abrirán	geöffnet
abrirán	offen
abrirán	wird geöffnet
abrirán	öffnen
mirábamos	wir haben gesucht
mirábamos	wir sahen aus
mirábamos	wir haben nachgesehen
mirábamos	wir haben geschaut
despertará	er wird aufwachen
despertará	sie wird aufwachen
adora	adora
adora	lieben
desengáñate	verschwinde
desengáñate	raus hier
desengáñate	verschwinden sie
querrán	das werden sie
querrán	sie werden wollen
querrán	sie wollen
heavy	schwer
heavy	schwergewicht
figures	zahlen
figures	angaben
figures	abbildung
figures	werte
indicate	angabe
indicate	angaben
indicate	angegeben
lines	linien
lines	zeilen
lines	leitungen
lines	linienführung
1833	1833
engineering	maschinenbau
engineering	ingenieurwesen
engineering	engineering
engineering	ingenieurwissenschaften
college	Hochschule
college	Kollegium
college	Kollegin
college	Kolloquium
member	mitglied
member	mitglieder
member	mitgliedstaat
parliament	Parlament
parliament	Das Parlament
parliament	Europäisches Parlament
parliament	Ausschuss
cortes	Schneiden
cortes	Kurz
cortes	Schnitt
minister	Ministerpräsident
minister	Minister
minister	Minister für Umweltfragen
minister	Minister für Wirtschaft
commerce	Handel
commerce	Commerce
commerce	Handelsverkehr
education	Bildung
education	Ausbildung
education	Bildungswesen
education	Bildungseinrichtungen
finance	Finanzen
finance	Finanzierung
finance	Finanzdienstleistungen
finance	Finanzierungen
prominent	prominent
prominent	aussprache
dramatist	dramatiker
dramatist	dramatisch
dramatist	drama
1907	1907
1907	19.07
nobel	Nobel
nobel	Nein
prize	preis
prize	preise
forty	40
forty	vierzig
forty	staatsangehörigkeit
thousand	tausende
thousand	tausend
dollars	dollar
dollars	puppen
dollars	$
idealistic	idealistisch
idealistic	ideal
idealistic	idealerweise
idealistic	idealistische
divided	geteilt
divided	geteilt durch
divided	dividiert
divided	geteilte
between	zwischen
between	zwischen der
between	zwischen den
provençal	Provençal
provençal	Provençon
provençal	Herkunft
provençal	Herkunftsland
poet	dichter
poet	gedichte
poet	poet
poet	geflügel
though	aber
though	wenn
though	obwohl
though	jedoch
sometimes	manchmal
commonplace	gemeinde
commonplace	gemeinsam
commonplace	kommunen
commonplace	wohnort
gloomy	gloomie
gloomy	düster
gloomy	gloomy
problems	probleme
problems	probleme mit
problems	probleme bei
skill	slill
skill	geschicklichkeit
skill	fähigkeit
skill	fähigkeiten
among	Unter
among	Von
among	Unter den
among	Zu den
best	am besten
best	best
best	bestens
best	bestätigt
known	bekannt
known	bekannt ist
known	bekannt sind
galeoto	Galeoto
galeoto	Gemeoto
galeoto	Galeolith
1-3	1-3
1-3	1 - 3
1-3	1 — 3
'future	zukunft
'future	„zukunft“
'future	‚zukunft‘
'future	‚zufälligkeit‘
king	könig
king	könige
'	'
'	"
'	„
'	''
qualifying	qualifizierung
qualifying	qualifikation
qualifying	qualifikationen
adjective	zusatzstoff
adjective	adjektiv
adjective	zusatzstoffe
adjective	optional
follows	folgen
follows	folgen sie uns
follows	anhang
follows	folge
its	seine
its	es
its	es ist
its	ihr
noun	nein
noun	- nein
1-5	1-5
1-5	1 - 5
1-5	1 bis 5
'was	'
'was	war
'was	"
'was	'was
giving	geben
giving	geben sie
him	er
him	ihm
him	ihn
pronoun	pronoun
pronoun	aussprache
pronoun	pronos
object	gegenstand
object	objekt
object	ziel
object	artikel
precedes	präzedenzfälle
precedes	vorfahren
precedes	vorangestellt
precedes	vorangegangen
1-7	1-7
1-7	1 - 7
1-7	1 — 7
'from	'
'from	von
'from	"
'from	'von
article	artikel
article	artikel 2
article	artikel 1
required	erforderlich
required	benötigt
because	weil
because	weil..
used	verwendet
used	gebraucht
used	verwendung
sense	sinn
sense	sinne
sense	ja
denote	bedeuten
denote	bedeuten:
class	klasse
class	klassen
class	klasse 2
names	namen
names	bezeichnungen
names	name
'he	er
'he	"he
'he	'he
'he	"he"
said	sagte:
said	sagte
said	sagte: "
subject	gegenstand
subject	subjekt
subject	sachgebiet
'do	'
'do	"
'do	„
'do	'd
subjunctive	subjunktiv
imperative	pflicht
imperative	wesentliches
imperative	verbindlich
imperative	obligatorisch
negative	negativ
command	befehl
command	befehlshaber
command	befehle
command	kommandozeile
1-10	1-10
1-10	1 - 10
1-10	1 — 10
'subdue	'
'subdue	"
'subdue	„unterposition
'subdue	„
positive	positiv
positive	positive
attached	angegriffen
attached	an bord
attached	angebaut
1-16	1-16
1-16	1 - 16
1-16	1 — 16
'you	du
'you	'
could	könnte
could	könnte sein
could	könnten
could	kann
hurl	rumpf
hurl	hurl
hurl	hure
1-19	1-19
1-19	1 - 19
1-19	1.-19
'those	'
'those	"
'those	„
'those	„die
1-24	1 - 24
1-24	1 — 24
1-24	1 bis 24
1-24	1— 24
'can	'kann'
'can	"kann"
'can	'can'
future	zukunft
future	zukunft der zukunft
future	zukunft und zukunft
instead	anstatt
instead	statt
instead	bitte
instead	stattdessen
present	vorhanden
present	gegenwart
present	anwesend
probability	wahrscheinlichkeit
probability	wahrscheinlich
conjecture	design
conjecture	kontext
conjecture	struktur
conjecture	konstruktion
1-25	1-25
1-25	1 bis 25
1-25	1 - 25
'proudly	'proudly
'proudly	"proudly
'proudly	'proud
'proudly	'proudiert
predicate	predigt
predicate	prediger
predicate	predigen
predicate	predig
adverb	adverb
adverb	adverbin
adverb	adverbind
adverb	adverbien
2-2	2-2
2-2	2
'his	seine
'his	sein
'his	's
definite	definieren
definite	definiert
definite	definition
definite	definitiv
possessive	besessenheit
possessive	besessen
2-8	2-8
2-10	2-10
2-10	2 - 10
2-10	2 bis 10
'the	"die
'the	'
'the	„die
'the	'die
latter	letztere
latter	letzter beitrag
latter	letzterer
2-11	2-11
2-11	2­11
'lions	lionen
'lions	löwen
'lions	löwe
stretched	gestreckt
stretched	gereckt
stretched	gespannt
stretched	dehnbar
himself	selbst
himself	sich selbst
himself	hymself
out	raus
out	aus
out	raus hier
here	hier
translated	übersetzung
translated	übersetzt
translated	übersetzung:
translated	übersetzt von:
reflexive	reflexion
reflexive	reflektierend
'himself	"ich selbst
'himself	"ich selbst"
'himself	"ich selbst."
2-13	2-13
2-13	2 - 13
2-13	2 bis 13
remained	blieb
remained	blieben
remained	bleiben
remained	blieb zurück
2-14	2-14
2-14	2 - 14
2-14	2 bis 14
'were	sie waren
'were	'
'were	"
brought	mit
brought	mitgebracht
brought	mit einem
brought	mit einem gehalt an
together'	zusammen
together'	gemeinsam
united'	einheit
united'	einheit '
united'	vereinigt
passive	passiv
passive	passive
voice	stimme
voice	sprache
2-18	2-18
2-18	2 - 18
2-18	2 — 18
'with	mit
'with	'
'with	„mit
rolled'	gewalzt
rolled'	gerollt
rolled'	gearbeitet
lit	likör
lit	mit einem gehalt an
lit	geschliffen
lit	mit einem quadratmetergewicht von
roll'	rolle
roll'	walze
roll'	rollen
2-19	2-19
2-19	2 bis 19
2-19	2­19
'until	'
'until	'bisil'
'until	"
'until	"bisil"
closed	geschlossen
closed	verschlossen
2-25	2-25
2-25	2 bis 25
dreaming	träumen
dreaming	träume
vocab	Vocab
vocab	Vokab
2-27	2-27
2-27	— 27
2-27	2 - 27
'could	„kolben
'could	„kuchen“
'could	„kolben“
'could	„kuchen
conditional	zustand
conditional	bedingt
remote	entfernen
remote	fernbedienung
remote	entfernt
24	KAPITEL
24	243
24	24
24	ANHANG
2-28	2-28
2-28	— 28
2-31	2-3
2-31	3
2-31	2-31
'it	'
'it	"
'it	es
'it	„
must	müssen
must	muss
3-8	3-8
3-8	3 - 8
'is	'is
'is	'
'is	„is
'is	'ist
3-9	3-9
3-9	3 — 9
3-9	3 - 9
'man	mann
preposition	position
preposition	stellung
preposition	lage
preposition	vorgabe
denotes	bedeutet
denotes	r
denotes	bedeutet:
person	person
person	personen
personified	personifiziert
personified	personifizierte
personified	personifizierter
3-13	3-13
3-13	3.-13
3-13	3 - 13
'wrapped	'
'wrapped	"
'wrapped	'gerundet
'wrapped	„
itself	selbst
itself	sich selbst
itself	sich
about	über
about	über uns
about	von
about	über die
his	sein
his	seine
legs	beine
legs	beine und beine
legs	füße
3-22	3-22
3-22	— 22
'for	für
'for	'für
'for	„für
'for	„vor
3-24	3-24
3-24	324
3-24	— 24
4-3	4-3
4-3	4 — 3
4-3	4 - 3
'on	auf
'on	'
'on	~
account	rechnung
account	konto
account	gesamt
account	rechnungen
4-4	4-4
4-4	4 - 4
4-4	4 — 4
dative	datum
dative	dativ
dative	zeitpunkt
ethical	ethik
ethical	ethnische zugehörigkeit
ethical	ethnie
ethical	ethnische minderheiten
4-18	4-18
4-18	4 — 18
4-18	4 - 18
'let	„let
'let	„let“
seek'	sucht nach
seek'	suche nach
seek'	suche nach:
seek'	suchen
'to	'
'to	"
'to	„
'to	''
4-19	4-19
4-19	4 - 19
4-19	4 — 19
regard	schlussfolgerung
regard	die
regard	vi
4-20	4-20
4-20	4 - 20
4-20	4 — 20
crawling	raupen
crawling	crawling
crawling	rohöl
crawling	rauten
venomous	gift
venomous	venom
venomous	giftmüll
venomous	giftstoffe
ways	wege
ways	möglichkeiten
ways	wegweiser
ways	wege und wege
'whose	wer
'whose	„wer
datives	datives
datives	dativs
datives	dative
possession	besitz
possession	eigentum
redundant	redundant
redundant	redundante
redundant	redundanter
4-23	4-23
4-23	4 - 23
4-23	4 — 23
25	ANHANG
25	25
25	25 %
25	253
4-28	4-28
4-28	4 - 28
4-28	4 — 28
emphatic	kaiser
emphatic	kaiserreich
emphatic	kaiserin
emphatic	ethan
'me	'
'me	ich
'me	"
4-31	4-31
4-31	4 — 31
4-31	4 - 31
'must	'
'must	'muss
'must	"
'must	musik
5-1	5-1
5-1	5­1
'unless	"unlos
5-16	5-16
5-16	5- 16
5-21	5-21
'when	wenn
'when	wann
speaking	sprechen
speaking	sprechend
speaking	sprachen
infin	infin
infin	unendlich
'upon'	auf wiedersehen
'upon'	'auf'
'upon'	aufhören
'when'	wann
'when'	- wann
'when'	"wenn"
'when'	'wenn'
pres	pres
pres	vormaterialien
pres	vorstufen
pres	vor
5-22	5-22
5-22	1-22
'should	sollte
'should	'
'should	sollten
5-24	5-24
5-24	5 - 24
6-8	6-8
6-8	- 6-8
'that	'
'that	"
'that	„
6-13	6-13
6-13	6.-13
fact	tatsache
fact	tatsächlich
fact	tatsache, dass
ending	ende
ending	beenden
ending	enden
ending	endung
-ces	- ces
-ces	- ca
-ces	-kosten
6-15	6-15
6-15	Insgesamt
to'	bis
to'	"
to'	„
know	wissen
know	wissen sie
6-18	6-18
6-18	6 bis 18
6-22	6-22
6-22	—22
6-22	— 22
lion	löwen
lion	löwe
lion	lilien
lion	l
gave	gaben
gave	gab
gave	geben
gave	gab es
exception	ausnahme
exception	ausnahmen
exception	ausnahme:
can	können
can	kann
well	gut
well	brunnen
6-24	6-24
6-24	— 24
6-24	—24
'his'	"seins"
'his'	seine '
'his'	"sein"
6-27	6-27
6-27	— 27
6-27	27
'struggling	'trugging
infinitive	infinitiv
infinitive	unendlich
infinitive	infinitive
participle	partitionierung
participle	trennen
participle	teilidisciplin
participle	partidisciplin
6-28	6-28
6-28	— 28
'i	'
'i	„i
'i	'i
'i	"
should'	sollte
should'	sollten
'ought	'
'ought	"
'ought	„
'ought	husten
run	laufen
run	lauf
run	betrieb
7-4	7-4
7-4	7- 4
apposition	position
apposition	stellung
apposition	lage
apposition	positionsbestimmung
7-8	7-8
7-8	7- 8
etc	usw
etc	etc
etc	und
etc	..
word-order	wort-bestellung
word-order	bestellung
word-order	bestellschein
word-order	ordnung
guilty	schuld
guilty	schuldtitel
guilty	schuldgefühle
guilty	schuldner
ones'	nein
ones'	in
ones'	auf
ones'	- nein
7-10	7-10
7-10	7- 10
ought	haben
ought	ed
ought	vegetation
ought	habe
done'	erledigt
done'	fertiggestellt
done'	gemacht '
7-11	7-11
7-11	7- 11
7-11	Tierernährung
7-11	0)
'turning	folge
'turning	schlussfolgerung
'turning	turn
7-13	7-13
7-13	7- 13
'at	„at
7-16	7-16
7-16	7- 16
7-16	Gesamt
shall	wird
shall	wenn
shall	artikel
shall	die
take	nimm
take	nehmen
take	nehmen sie
